,article_id,people,orgs,potential_startups,matched_title
2375,2375,"['Airbnb', 'Airbnb']","['WSJ', 'Airbnb', 'DoorDash']",['Airbnb'],1
2376,2376,['Mike Ableson'],"['CIIG Merger Corp.', 'Hyundai', 'Kia', 'SPAC', 'SPAC', 'EVs', 'Arrival Automotive']","['CIIG Merger Corp.', 'Hyundai', 'Kia', 'SPAC', 'SPAC', 'EVs', 'Arrival Automotive']",0
2377,2377,"['Sophie Alcorn', 'Dear Sophie', 'Dear Sophie', 'Dear Sophie', 'Sophie Alcorn', 'Dear Sophie', 'Dear Sophie', 'Dreamer']","['Sophie Alcorn Contributor Share', 'Alcorn Immigration Law', 'Entrepreneur Immigration Services.', 'International Entrepreneur Parole', 'ALCORN', 'DACA', 'DACA', 'Deferred Action for Childhood Arrivals ”', 'USCIS', 'DACA', 'Times of San Diego )', 'National Foundation', 'U.S. Startup Visa', 'International Entrepreneur Parole', 'Most Startup-Friendly Visas Explained', 'COVID', 'ESTA ( Electronic System for Travel Authorization', 'ESTA']","['DACA', 'DACA', 'DACA']",1
2378,2378,"['Highspot', 'Samir Smajic', 'Mathias Thulin', 'Jonas Blanck', 'Carl Carell', 'Smajic', 'Alex Ferrara']","['Bessemer Venture Partners', 'BootstrapLabs', 'Y Combinator', 'GetAccept', 'PandaDoc', 'DocuSign', 'Adobe Sign', 'EU', 'Bessemer Venture Partners', 'Bessemer Venture Partners']",['GetAccept'],1
2379,2379,"['Squire', 'Squire', 'Squire', 'Dave Salvant', 'Salvant', 'Squire', 'Songe LaRon', 'Squire', 'Squire', 'Salvant', 'Squire', 'Salvant', 'Squire', 'Squire']","['Iconiq Capital', 'Squire', 'CRV', 'Tiger Global', 'Trinity Ventures', 'ARR']",['Squire'],1
2380,2380,"['Michael McCarthy', 'Don ’', 'Don', 'Araz Feyzi', 'Will Edwards', 'Pawan Chandana', 'Yotam Ariel', 'Karin Maake']","['Space Startup Exhibitor Pass', 'Kayhan Space', 'Firehawk Aerospace', 'Bluefield Technologies', 'TC Sessions', 'Goodyear', 'Innovation Lab']",['TC Sessions'],1
2381,2381,"['DreamHack', 'Chris Lee']","['Hutch Games', 'Top Drives', 'MTG', 'MTG', 'ESL', 'MTG', 'InnoGames', 'MTG', 'MTG', 'Top Drives and Rebel Racing', 'Hutch Games', 'Hutch Games', 'Backed VC', 'Initial Capital']","['Hutch Games', 'MTG', 'MTG', 'MTG', 'MTG', 'MTG', 'Hutch Games', 'Hutch Games']",1
2382,2382,"['Adam Wenchel', 'Wenchel', 'SageMaker Clarify', 'Wenchel', 'Mike Volpi', 'Wenchel', 'Wenchel']","['Acrew', 'Plexo Capital', 'Homebrew', 'AME Ventures', 'Work-Bench', 'COVID', 'AWS', 'AI', 'Black Girls Code']","['Acrew', 'Plexo Capital', 'Homebrew', 'AME Ventures', 'Work-Bench', 'COVID', 'AWS', 'AI', 'Black Girls Code']",0
2383,2383,"['Katharine Lau', 'Lau', 'Lau', 'Lau', 'Lau', 'Lau', 'Katharine Lau', 'Stuf', 'Lau', 'Henri Pierre-Jacques', 'Katharine']","['Stuf', 'Stuf ) Stuf', 'Wilshire Lane Partners', 'Harlem Capital', 'Harlem Capital']",['Stuf'],1
2384,2384,"['Bitso', 'Bitcoin', 'Kaszek Ventures', 'Bitso', 'Ethernum', 'Dash', 'Monero', 'Litecoin', 'Ben Peters', 'Daniel Vogel', 'Pablo Gonzalez', 'Bitso', 'Ignacio Santoyo', 'Nigel Morris', 'Bitso', 'Morris', 'Bitso', 'Bitso', 'Daniel Vogel', 'Vogel', 'Bitso', 'Vogel', 'Kaszek', 'Bitso', 'Vogel', 'Vogel']","['QED Investors (', 'DLT', 'Gibraltar Financial Services Commission', 'Ripple', 'Reuters', 'Crypto', 'QED', 'QED Investors']","['QED Investors (', 'DLT', 'Gibraltar Financial Services Commission', 'Ripple', 'Reuters', 'Crypto', 'QED', 'QED Investors']",0
2385,2385,"['Joshua Smith', 'Smith', 'Prox', 'Prox', 'Prox']","['HealNow', 'SoftBank Opportunity Fund and Alabama Futures Fund', 'Halston Prox', 'Providence Health', 'Mount Sinai', 'Baylor Scott & White', 'CTO', 'HealNow', 'HealNow', 'HealNow', 'NimbleRX', 'HealNow', 'HealNow', 'Entrepreneurs Roundtable Accelerator']","['HealNow', 'HealNow', 'HealNow', 'HealNow', 'HealNow', 'HealNow']",1
2386,2386,"['Danke', 'Danke', 'Danke ’', 'Gao Jing', 'Danke', 'Danke', 'LinkedIn', 'Derek Shen', 'Danke', 'Danke ’', 'Danke', 'Danke ’', 'Danke ’', 'Danke ’', 'Derek Shen', 'Danke', 'Danke', 'Danke ’', 'Danke', 'Danke', 'Danke']","['Ziwutong Beijing Asset Management', 'Supreme People ’ s Court', 'Tiger Global', 'China Daily', 'WeBank', 'WeBank']","['Ziwutong Beijing Asset Management', 'Supreme People ’ s Court', 'Tiger Global', 'China Daily', 'WeBank', 'WeBank']",0
2387,2387,"['Cliff Rosenberg', 'Ocado', 'Guy Abelsohn', 'Ben Gillman', 'Gillman', 'Gillman', 'Willo', 'Gillman', 'Gillman']","['Entrée Capital', 'SeedIL Ventures', 'MyInterview', 'LinkedIn', 'MyInterview', 'P & O Ferries', 'Facebook Career Connections', 'MyInterview', 'MyInterview', 'TechCrunch', 'RippleMatch']","['Entrée Capital', 'SeedIL Ventures', 'MyInterview', 'LinkedIn', 'MyInterview', 'P & O Ferries', 'Facebook Career Connections', 'MyInterview', 'MyInterview', 'TechCrunch', 'RippleMatch']",0
2388,2388,"['Ted Blosser', 'Blosser', 'Google WorkRamp', 'Lessonly', 'Snapchat', 'Blosser', 'Blosser', 'Eugene Lee', 'Lee']","['WorkRamp', 'OMERS Ventures', 'Bow Capital', 'LMS', 'Peloton', 'Combinator', 'Intercom', 'Disney', 'GlobalData', 'PayPal', 'LearnUpon', 'WorkRamp', 'TikTok', 'WorkRamp', 'Accenture ”', 'OMERS Ventures']","['WorkRamp', 'WorkRamp', 'WorkRamp']",1
2389,2389,"['Ruben Harris', 'Artur Meyster', 'Timur Meyster', 'Harris', 'Henry', 'Harris', 'Harris', 'Gemini', 'Harris', 'Kim-Mai Cutler', 'Garry Tan', 'Harris', 'Jack Altman', 'Jewel Burks', 'Amira Yahyaoui', 'Harris']","['MasterClass', 'Career Karma', 'Career Karma', 'Lambda School', 'Lambda School', 'General Assembly', 'Lambda School', 'Strive School', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Initialized Capital', 'Initialized Capital', 'Career Karma', 'Combinator', 'Lattice', 'Collab Capital', 'Career Karma']","['Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma', 'Career Karma']",1
2390,2390,"['Dataform', 'Dataform', 'Dataform', 'Dataform', 'Lewis Hemens', 'Guillaume-Henri Huon', 'Dataform', 'Dataform', 'Dataform', 'Snowflake', 'Dataform']","['Google', 'Google Cloud division', 'Google', 'Combinator', 'LocalGlobe', 'Google Cloud', 'Google Cloud', 'Guillaume-Henri Huon', 'BigQuery', 'Cloud Analytics']","['Google', 'Google']",1
2391,2391,"['Zeev Ventures', 'Angular Ventures', 'Eldad Farkash', 'Farkash', 'Saar Bitner', 'Ariel Yaroshevich', 'Farkash', 'Snowflake', 'Farkash', 'Farkash', 'Dataform', 'Oren Zeev', 'Zeev Ventures']","['Google', 'Firebolt', 'TLV Partners', 'Bessemer Venture Partners', 'Firebolt', 'COO', 'CTO', 'Google', 'BigQuery', 'RedShift', 'Google', 'BigQuery', 'Terabyte  Petabyte']","['Google', 'Firebolt', 'Firebolt', 'Google', 'Google']",1
2392,2392,"['Karl Marx', 'Das Kapital', 'Wikifactory', 'Wikifactory', 'Nicolai Peitersen', 'Wikifactory']","['Collaborative CAD Tool', 'PLM']","['Collaborative CAD Tool', 'PLM']",0
2393,2393,"['Carl Pei', 'Tony Fadell', 'Casey Neistat', 'Kevin Lin', 'Steve Huffman', 'Liam Casey', 'Paddy Cosgrave', 'Josh Buckley', 'Kim Fai Kok', 'Nick Dahl', 'Zakaria Hersi', 'Pei', 'Pei', 'Carl Pei', 'Pei', 'Pei', 'Pete Lau', 'Lau', 'Realme', 'Oppo', 'Carl', 'Josh Buckley']","['OnePlus', 'PCH', 'TechCrunch', 'News', 'Android Central', 'OnePlus', 'SVP', 'BBK Group', 'OnePlus', 'OnePlus']","['OnePlus', 'OnePlus', 'OnePlus', 'OnePlus']",1
2394,2394,"['Coulter Lewis', 'Lewis', 'Lewis', 'Frank Rossi', 'Lewis', 'Lewis', 'Lewis', 'Lewis', 'Stephanie Zhan', 'Zhan', 'Noom', 'Lewis']","['Sequoia Capital', 'Forerunner Ventures', 'Sequoia Capital', 'DoorDash', 'Instacart']","['Sequoia Capital', 'Forerunner Ventures', 'Sequoia Capital', 'DoorDash', 'Instacart']",0
2395,2395,"['Amy Yin', 'Yin', 'Coinbase', 'Slack', 'Yin', 'Codi', 'Yin', 'January Ventures', 'Yin', 'Coinbase', 'Amy Sun', 'Yin', 'Yin']","['Google Calendar', 'Okta', 'OfficeSpace', 'MGV', 'Harvard', 'Says Yin of Sun']","['Google Calendar', 'Okta', 'OfficeSpace', 'MGV', 'Harvard', 'Says Yin of Sun']",0
2396,2396,"['Will Bruey', 'Delian Asparouhov', 'Trae Stephens', 'Varda', 'Bruey', 'Dragon', 'Asparouhov', 'Bruey', 'Palantir', 'Anduril', 'Varda', 'Varda', 'Getty', 'Bruey', 'Varda', 'Raymond Tonsing', 'Justin Mateen', 'Trae Stephens', 'Josh Wolfe', 'Bruey', 'Asparouhov', 'Varda', 'Asparouhov', 'Varda', 'Seth Bannon', 'Varda']","['Varda Space Industries', 'SpaceX', 'Founders Fund', 'SpaceX', 'Dragon', 'International Space Station )', 'Bank of America', 'Founders Fund', 'Founders Fund', 'Tolkien', 'Elf', 'Axios', 'Space Tango and Made In Space', 'SpaceX', 'Rocket Lab', 'Blue Origin', 'Relativity Space', 'SpinLaunch', 'Aevum Space', 'Founders Fund and Lux Capital', 'Also Capital', 'Naval Ravikant', 'Founders Fund', 'Lux Capital']","['Founders Fund', 'Founders Fund', 'Founders Fund', 'Founders Fund']",1
2397,2397,"['Billie', 'Billie', 'Billie', 'Billie', 'Ian Conner', 'Billie', 'Bevel', 'Harry ’', 'Harry ’', 'Billie', 'Billie', 'Harry ’', 'Billie', 'Blue Bunny', 'Andrea Hernández', 'Harry ’', 'Selene Cruz', 'Billie', 'Cruz', 'Michele Romanow', 'Billie']","['Federal Trade Commission', 'Procter & Gamble', 'FTC', 'Edgewell Personal Care', 'FTC', 'Bureau of Competition', 'Procter & Gamble', 'Walker & Company', 'Form', 'P & G', 'FTC', 'Edgewell Personal Care', 'FTC', 'Kind Bars', 'Unilever', 'Dollar Shave Club', 'DTC', 'CPG', 'CPG', 'DTC', 'FTC', 'FTC', 'Clearbanc', 'FTC']","['FTC', 'FTC', 'FTC', 'FTC', 'FTC', 'FTC', 'FTC']",1
2398,2398,[],"['DoorDash', 'IPO', 'DoorDash', 'CNBC', 'DoorDash', 'DoorDash', 'Uber Eats']","['DoorDash', 'DoorDash', 'DoorDash', 'DoorDash']",1
2399,2399,"['Joby', 'Joby', 'Joby', 'Joby', 'Uber', 'Joby Aviation', 'Dara Khosrowshahi', 'Joby', 'Joby', 'JoeBen Bevirt', 'Khosrowshahi', 'Joby']","['Joby Aviation', 'Uber', 'Uber Elevate', 'Joby Aviation', 'Joby-Elevate', 'Uber', 'Lime', 'Lime', 'Aurora Innovation', 'Lime', 'ATG', 'ATG', 'U.S. Securities and Exchange Commission', 'Uber Freight', 'Greenbriar Equity Group', 'Jump', 'Elevate', 'ATG']","['Joby Aviation', 'Uber', 'Joby Aviation', 'Uber', 'Elevate']",1
2400,2400,"['Richard Socher', 'Socher', 'Socher', 'Marc Benioff', 'Socher', 'Socher', 'Benioff', 'Jim Breyer']","['Google', 'Google', 'Google', 'Google', 'Google', 'URL']","['Google', 'Google', 'Google', 'Google', 'Google']",1
2401,2401,"['Marc Benioff', 'Kaiser Permanente', 'Kaiser']","['Lightspeed Venture Partners', 'TPG', 'Salesforce', 'Slack', 'Bloomberg']","['Lightspeed Venture Partners', 'TPG', 'Salesforce', 'Slack', 'Bloomberg']",0
2402,2402,"['Jamie Bacher', 'Yara International', 'Yota Hayama']","['Universal Materials Incubator', 'Boost Biomes', 'Universal Materials Incubator', 'Viking Global Investors', 'Combinator']","['Universal Materials Incubator', 'Boost Biomes', 'Universal Materials Incubator']",1
2403,2403,"['Setter', 'Marco Zappacosta', 'Zappacosta', 'Zappacosta', 'Thumbtack', 'David Steckel', 'Crunchbase', 'Setter', 'Zappacosta']","['Sequoia Capital', 'NFX']","['Sequoia Capital', 'NFX']",0
2404,2404,"['Natasha Mascarenhas', 'Crunchbase', 'Crunchbase']","['Exchange', 'The Exchange', 'Edtech VC']","['Exchange', 'The Exchange', 'Edtech VC']",0
2405,2405,"['Peter Boyce', 'Katherine Boyle', 'Catalyst', 'Stripe', 'HubSpot', 'Boyce', 'Macro', 'Boyle', 'Roelof Botha', 'Jason Green', 'Alexa von Tobel', 'Aileen Lee', 'Charles Hudson']","['GitLab', 'Atom', 'Circle', 'The Washington Post', 'General Catalyst', 'AirMap', 'Nova Credit', 'ECL']","['GitLab', 'Atom', 'Circle', 'The Washington Post', 'General Catalyst', 'AirMap', 'Nova Credit', 'ECL']",0
2406,2406,"['Serena Williams', 'Serena Ventures', 'Williams', 'Shopify', 'Kenneth Cole', 'Natori', 'White', 'Warren', 'Margaux', 'Tomboyx', 'Blind Barber', 'Huron']","['ShoppingGives', 'ShoppingGives', 'PayPal', 'ShoppingGives', 'Solstice Sunglasses', 'Fresh Clean Tees', 'Neighborhood Goods']","['ShoppingGives', 'ShoppingGives', 'ShoppingGives']",1
2407,2407,"['Salt Lake City-based BookClub', 'Goodreads', 'Marlowe', 'Macmillan', 'Alessandra Torre', 'Torre', 'Lasica', 'Matthew Jockers', 'Lasica', 'Lasica']","['BingeBooks', 'BingeBooks', 'Netflix', 'BingeBooks', 'BingeBooks', 'Penguin Random House', 'HarperCollins', 'Hachette', 'BingeBooks', 'BingeBooks', 'Bestseller Code', 'BingeBooks', 'TikTok', 'BingeBooks']","['BingeBooks', 'BingeBooks', 'BingeBooks', 'BingeBooks', 'BingeBooks', 'BingeBooks', 'BingeBooks', 'BingeBooks']",1
2408,2408,"['Roberto Cebrián', 'David Villarreal', 'Cebrián', 'Villarreal', 'Roberto', 'Villarreal', 'Roberto', 'Roberto Cebrían', 'David Villarreal', 'Villarreal', 'Grupo Costeño', 'Joe Montana', 'Superhuman', 'Ed Baker', 'Villarreal']","['Parrot Software', 'S3 Software', 'Parrot Software', 'Parrot Software', 'Parrot Software Like Toast', 'Cinnabon', 'Grupo Pangea', 'Liquid2 Ventures', 'Foundation Capital', 'Grand View Research', 'Bessemer Venture Partners', 'TPG', 'Tiger Global Management']","['Parrot Software', 'Parrot Software', 'Parrot Software']",1
2409,2409,"['Sanguina', 'Wilbur Lam', 'Erika Tyburski', 'Rob Mannino', 'Lam', 'Sanguina']","['Google Play Store', 'AnemoCheck', 'Georgia Institute of Technology', 'Emory University', 'Aflac Cancer and Blood Disorders Center of Children ’', 'Emory University School of Medicine', 'Wallace H. Coulter Department of Biomedical Engineering', 'Emory University and Georgia Tech', 'Seed Lab', 'XRC Labs', 'National Science Foundation', 'The National Institutes of Health']","['Google Play Store', 'AnemoCheck', 'Georgia Institute of Technology', 'Emory University', 'Aflac Cancer and Blood Disorders Center of Children ’', 'Emory University School of Medicine', 'Wallace H. Coulter Department of Biomedical Engineering', 'Emory University and Georgia Tech', 'Seed Lab', 'XRC Labs', 'National Science Foundation', 'The National Institutes of Health']",0
2410,2410,"['Xayn', 'Android', 'Dominik Schiener', 'Leif-Nissen Lundbæk', 'Xayn', 'Lundbæk', 'Xayn', 'Lundbæk', 'Xayn', 'Bing', 'Lundbæk', 'Lundbæk', 'Lundbæk', 'Xayn', 'Xayn', 'Xayn', 'Lundbæk', 'Xayn', 'Xayn', 'Lundbæk', 'Xayn', 'Lundbæk', 'Xayn', 'Lundbæk', 'Lundbæk', 'Lundbæk', 'Xayn', 'Lundbæk', 'Bing', 'Lundbæk', 'Lundbæk', 'Xayn']","['Google', 'Verizon', 'XayNet', 'European VC', 'Thales AB', 'XayNet', 'Google', 'Google', 'Microsoft', 'DDG', 'Google', 'Ergo', 'Google', 'Google', 'Google', 'Google', 'TFF', 'Google', 'Google', 'Lundbæk', 'Google', 'AIs', 'Google', 'AI', 'Google', 'Google', 'Google', 'Google', 'Google', 'Google', 'Google', 'Google', 'Google', 'Google', 'Google', 'PageRank', 'Google', 'Google', 'Google', 'Google', 'EU', 'Lundbæk', 'Google', 'Firefox', 'Internet Explorer']","['AIs', 'AI']",1
2411,2411,"['Viraj Puri', 'Meijer', 'Harris Teeter']","['Gotham Greens', 'Gotham Greens', 'Manna Tree', 'The Silverman Group', 'Gotham Greens', 'Gotham Greens', 'Gotham Greens', 'Whole Foods Markets', 'Albertsons', 'ShopRite', 'Sprouts', 'Gotham Greens', 'Gotham Greens', 'Gotham Greens']","['Gotham Greens', 'Gotham Greens', 'Gotham Greens', 'Gotham Greens', 'Gotham Greens', 'Gotham Greens', 'Gotham Greens', 'Gotham Greens']",1
2412,2412,"['Carsome', 'Eric Cheng', 'Carro', 'Carmudi']","['Asia Partners', 'Burda Principal Investments and Ondine Capital', 'Counterpoint Research', 'OLX Autos']","['Asia Partners', 'Burda Principal Investments and Ondine Capital', 'Counterpoint Research', 'OLX Autos']",0
2413,2413,"['Angel Sahagún', 'Sahagún', 'Sahagún', 'Sahagún', 'Sahagún', 'Valar Ventures', 'James Fitzgerald']","['Greyhound Capital', 'Flourish Ventures']","['Greyhound Capital', 'Flourish Ventures']",0
2414,2414,"['Wireframe Ventures', 'Prelude Ventures', 'Powerhouse Ventures', 'Paul Straub', 'Biden', 'Emily Kirsch']","['Recurrent', 'Carfax', 'PSL Ventures', 'Vulcan Capital', 'American Automobile Association', 'Wireframe Ventures', 'Powerhouse Ventures', 'EU']","['Recurrent', 'Carfax']",1
2415,2415,"['Dragos', 'Dragos', 'Dragos', 'DataTribe', 'Lee', 'Dragos', 'Robert Lee', 'Lee', 'Dragos', 'Dragos Based', 'Dragos', 'Lee', 'Dragos', 'Lee', 'Lee', 'Lee', 'Dragos', 'Dragos', 'Lee']","['National Grid Partners and Koch Disruptive Technologies', 'Hewlett Packard Enterprise', 'Allegis Cyber', 'Canaan Partners', 'Energy Impact Partners and Schweitzer Engineering Labs', 'ICS', 'European Union', 'EU', 'TechCrunch', 'ICS']","['National Grid Partners and Koch Disruptive Technologies', 'Hewlett Packard Enterprise', 'Allegis Cyber', 'Canaan Partners', 'Energy Impact Partners and Schweitzer Engineering Labs', 'ICS', 'European Union', 'EU', 'TechCrunch', 'ICS']",0
2416,2416,"['Sebastian Siemiatkowski', 'Siemiatkowski', 'Silverlake', 'Siemiatkowski', 'Klarna', 'Klarna', 'Klarna', 'Klarna', 'Klarna', 'Klarna', 'Klarna', 'Klarna', 'Klarna', 'Klarna', 'Siemiatkowski', 'Klarna', 'Klarna', 'Klarna', 'Siemiatkowski', 'Siemiatkowski', 'Max Levchin', 'Klarna', 'Klarna', 'Pocketklubben', 'Klarna', 'Sebastian Siemiatkowski', 'Niklas Adalberth', 'Victor Jacobsso', 'Niklas Zennström', 'Klarna', 'Siemiatkowski', 'Siemiatkowski', 'Klarna', 'Zennström', 'Klarna', 'Klarna', 'Siemiatkowski', 'Siemiatkowski', 'Jane Walerud', 'Klarna', 'Siemiatkowski', 'Siemiatkowski', 'Klarna', 'Siemiatkowski', 'Klarna', 'Siemiatkowski', 'Niklas Zennström', 'Klarna', 'Siemiatkowski', 'Zennström', 'Klarna', 'Zennström', 'Niklas', 'Siemiatkowski', 'Sequoia', 'Siemiatkowski', 'Klarna', 'Sequoia', 'Klarna', 'Chris [ Olsen', 'Siemiatkowski', 'Siemiatkowski', 'Klarna', 'Klarna', 'Siemiatkowski', 'Sequoia', 'Klarna', 'Siemiatkowski', 'Klarna', 'Siemiatkowski', 'Klarna']","['Klarna', 'Adyen', 'Stripe', 'PayPal', 'Skype', 'Atomico', 'Social Security', 'Shark Tank', 'Stockholm School of Economics', 'Erlang Systems', 'CTO', 'Investment AB Öresund', 'Klarna', 'Skype', 'Sequoia Capital', 'Apple', 'Google', 'PayPal', 'Atomico', 'VC', 'Klarna CEO', 'Sequoia', 'General Atlantic', 'DST', 'Atomico', 'Klarna']","['Klarna', 'Klarna', 'Klarna']",1
2417,2417,"['Flipkart', 'Vineet Rao', 'Rao', 'Flipkart', 'Rao', 'Rao', 'Rao', 'Sandeep Singhal']","['WestBridge Capital', 'Alpha Wave Incubation', 'Falcon Edge Capital', 'Matrix Partners India', 'DealShare', 'Walmart', 'WestBridge']",['DealShare'],1
2418,2418,"['Outfund', 'Daniel Lipinski', 'Outfund', 'Outfund', 'Lipinski', 'Outfund']","['Fuel Ventures', 'TMT Investment and Force', 'Outfund', 'Clearbanc']",['Outfund'],1
2419,2419,"['Lemonade', 'Luko', 'Luko', 'Lemonade', 'Luko']","['techcrunch.com20201206luko-raises-60-million-for-its-home-insurance-products Lemonade', 'MAIF', 'Insurtech']","['techcrunch.com20201206luko-raises-60-million-for-its-home-insurance-products Lemonade', 'MAIF', 'Insurtech']",0
2420,2420,"['Jason Lenga', 'Shippit', 'William', 'Shippo']","['Tiger Global', 'Sephora', 'Temple & Webster', 'TechCrunch', 'Philippines', 'Shippit', 'Forrester', 'ShipStation', 'EasyShip']","['Tiger Global', 'Shippit']",1
2421,2421,"['Getsafe', 'Getsafe', 'Getsafe', 'Christian Wiens', 'Getsafe', 'Getsafe', 'Wiens', 'Wiens', 'Wiens']","['Re', 'CommerzVentures', 'Getsafe', 'Allianz', 'Axa', 'Re', 'Getsafe']","['Getsafe', 'Getsafe']",1
2422,2422,"['Aarmy', 'Aarmy', 'Trey Laird', 'Akin Akman', 'Angela Manuel-Davis', 'Jay-Z', 'Chris Paul', 'Karlie Kloss', 'Laird', 'Akman', 'An Aarmy', 'Aarmy', 'Manuel-Davis', 'Aarmy', 'Aarmy', 'Aarmy', 'Laird']","['Instagram Live', 'Mousse Partners', 'Pendulum', 'Wilshire Lane Partners', 'Net-a-Porter']","['Instagram Live', 'Mousse Partners', 'Pendulum', 'Wilshire Lane Partners', 'Net-a-Porter']",0
2423,2423,"['Dara Khosrowshahi', 'T. Rowe Price', 'Sterling Anderson', 'Drew Bagnell', 'Chris Urmson', 'Urmson', 'Waymo', 'Anderson', 'Bagnell', 'Urmson', 'Urmson', 'Bozeman', 'Eric Meyhofer', 'Urmson', 'Urmson', 'Urmson', 'Otto', 'Anthony Levandowski', 'Lior Ron', 'Claire Delaunay', 'Don Burnette', 'Levandowski', 'Ron', 'Waymo', 'Waymo', 'Levandowski', 'Urmson', 'Blackmore', 'Bozeman', 'Urmson']","['Aurora Innovation', 'Sequoia Capital', 'ATG', 'Toyota', 'DENSO', 'SoftBank', 'Vision Fund', 'ATG', 'U.S. Securities and Exchange Commission', 'ATG', 'SEC', 'ATG', 'ATG', 'ATG', 'ATG', 'Greylock Partners', 'Sequoia Capital', 'Google', 'Alphabet', 'Tesla Model', 'Advanced Technologies Center', 'Uber ATG', 'Uber ATG', 'Toyota', 'Uber', 'Uber ATG', 'ATG', 'ATG', 'Uber Freight', 'Postmates', 'Uber Elevate', 'ATG', 'Carnegie Mellon University ’ s National Robotics Center', 'NREC', 'Google', 'Google', 'Google', 'Uber', 'ATG', 'Toyota', 'Denso', 'SoftBank', 'Vision Fund', 'ATG', 'Uber Elevate )', 'Uber', 'ATG', 'Uber ATG', 'Uber ATG', '7D Labs']","['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'Uber ATG', 'Uber ATG', 'Uber', 'Uber ATG', 'ATG', 'ATG', 'ATG', 'Uber', 'ATG', 'ATG', 'Uber', 'ATG', 'Uber ATG', 'Uber ATG']",1
2424,2424,"['Gauntlet', 'Kevin Lin', 'Emmett Shear', 'Josh Hannah', 'Khosla Ventures', 'Heartcore', 'Doug Stidolph', 'Peter Cornelius', 'Cameron Brookhouse']","['Twitch', 'WikiHow', 'TenCent', 'Social Impact Capital', 'JamJar Investments', 'PC']","['Twitch', 'WikiHow', 'TenCent', 'Social Impact Capital', 'JamJar Investments', 'PC']",0
2425,2425,"['Rubin Ritter', 'David Schneider', 'Robert Gentz', 'Wagonex', 'Drover', 'Citroën', 'Jaguar Carpe', 'ClimatePartner', 'Max-Josef Meier', 'Nicholas Stocks']","['White Star Capital (', 'Zalando', 'Deutsche Post AG', 'Deutsche Telekom AG', 'LeasePlan', 'Shell Ventures', 'Cherry Ventures', 'Audi', 'BMW', 'Land Rover Carpe', 'Volkswagen', 'Volvo']",['Zalando'],1
2426,2426,"['Madison Friedman Contributor Madison Friedman', 'Fannie Mae', 'Salesforce', 'Reilly', 'John Kodumal', 'Freddie Mac', 'John Laban', 'Reilly']","['Vertex Ventures US', 'MBA', 'Wharton School of Business', 'Vertex Ventures US', 'PagerDuty', 'LaunchDarkly', 'OpsLevel', 'LaunchDarkly', 'CTO', 'LaunchDarkly', 'OpsLevel']","['Vertex Ventures US', 'MBA', 'Wharton School of Business', 'Vertex Ventures US', 'PagerDuty', 'LaunchDarkly', 'OpsLevel', 'LaunchDarkly', 'CTO', 'LaunchDarkly', 'OpsLevel']",0
2427,2427,['Jon Shanks Contributor Jon Shanks'],['Appvia'],['Appvia'],0
2428,2428,"['Airbnb', 'Airbnb', 'Wish', 'Roblox']","['C3.ai', 'Exchange', 'The Exchange', 'DoorDash', 'DoorDash', 'IPO', 'Airbnb']","['C3.ai', 'IPO', 'Airbnb']",1
2429,2429,"['Richard Linares', 'David A. Barnhart', 'Kerri Cahoy', 'Bethany Ehlmann', 'Craig Hardgrove', 'James M. Weygand']","['University Showcase', 'The Aerospace Corporation', 'Space Startup Exhibitor Package', 'University Showcase', 'University Showcase', 'USC', 'MIT', 'UCLA', 'ASU', 'Caltech', 'Aerospace Corporation', 'Aerospace Corporation', 'NASA', 'NOAA', 'Air Force', 'University Showcase', 'The Aerospace Corporation', 'Space Systems Lab', 'MIT', 'USC', 'Aeronautics & Astronautics', 'MIT', 'Planetary Science', 'Caltech', 'Lunar Trailblazer Mission )', 'School of Earth and Space Exploration', 'Arizona State University )', 'Department of Earth', 'Planetary & Space Science', 'UCLA']","['University Showcase', 'The Aerospace Corporation', 'Space Startup Exhibitor Package', 'University Showcase', 'University Showcase', 'USC', 'MIT', 'UCLA', 'ASU', 'Caltech', 'Aerospace Corporation', 'Aerospace Corporation', 'NASA', 'NOAA', 'Air Force', 'University Showcase', 'The Aerospace Corporation', 'Space Systems Lab', 'MIT', 'USC', 'Aeronautics & Astronautics', 'MIT', 'Planetary Science', 'Caltech', 'Lunar Trailblazer Mission )', 'School of Earth and Space Exploration', 'Arizona State University )', 'Department of Earth', 'Planetary & Space Science', 'UCLA']",0
2430,2430,"['Andreessen Horowitz', 'Tecton', 'Mike Del Balso', 'Del Balso', 'Del Balso', 'Del Balso']","['Sequoia Capital', 'AWS', 'Sagemaker Feature']","['Sequoia Capital', 'AWS', 'Sagemaker Feature']",0
