,article_id,people,orgs,potential_startups,matched_title
45,45,"['Chloe Leaaetoa', 'Chloe Leaaetoa']","['Sequoia Capital', 'Start', 'Your Customer']","['Sequoia Capital', 'Start', 'Your Customer']",0
46,46,"['Hippo', 'Wefox', 'Embroker', 'Alex Timm']","['Metromile', 'Exchange', 'The Exchange', 'EU', 'Accel', 'Insurtech Gateway', 'EU', 'The Exchange']","['Metromile', 'Exchange', 'The Exchange', 'EU', 'Accel', 'Insurtech Gateway', 'EU', 'The Exchange']",0
47,47,"['Toptal', 'Andela', 'Toptal', 'Toptal', 'Toptal', 'Toptal', 'Toptal', 'Taso Du Val', 'Andela', 'Andela', 'Jeremy Johnson', 'Toptal', 'Andela', 'Toptal', 'Andela', 'Andela', 'Andela', 'Toptal', 'Toptal', 'Malt', 'LinkedIn', 'Upwork', 'Toptal', 'Toptal', 'Toptal', 'Toptal', 'Toptal', 'Sachin Bhagwata', 'Martin Chikilian', 'Courtney Machi', 'Alvaro Oliveira', 'Toptal', 'Toptal', 'Toptal', 'Machi', 'Andela', 'Johnson', 'Andela', 'Toptal', 'Andela', 'Toptal', 'Du Val', 'Breanden Beneschott', 'Toptal', 'Toptal', 'Du Val', 'Du Val']","['Supreme Court of the State of New York', 'Andela', 'TechCrunch', 'TechCrunch', 'Information', 'The Information']",['Andela'],1
48,48,"['Hello', 'Danny', 'Natasha', 'Alex', 'Natasha', 'Blendoor', 'Danny', 'Natasha', 'Natasha', 'Alex ’', 'Spotify']","['Ev Williams', 'Combinator', 'Apple Podcasts']","['Ev Williams', 'Combinator', 'Apple Podcasts']",0
49,49,"['Fresha', 'Fresha', 'Huda Kattan', 'Michael Zeisser', 'Fresha', 'Fresha ’', 'Fresha', 'Fresha', 'Fresha', 'Booksy', 'Fresha', 'William Zeqiri', 'Nick Miller', 'Zeqiri', 'Miller', 'Miller', 'Fresha ’', 'Kattan', 'Zeisser', 'Fresha', 'Fresha', 'Aaron Goldman', 'William', 'Nick', 'Fresha', 'Fresha', 'Kattan', 'Fresha']","['FMZ Ventures', 'Jonathan Green of Lugard Road Capital', 'Partech', 'Target Global', 'FJ Labs', 'COVID', 'Lightspeed POS', 'StyleSeat', 'PayPal', 'HB Investments', 'FMZ', 'Alibaba']","['FMZ Ventures', 'Jonathan Green of Lugard Road Capital', 'Partech', 'Target Global', 'FJ Labs', 'COVID', 'Lightspeed POS', 'StyleSeat', 'PayPal', 'HB Investments', 'FMZ', 'Alibaba']",0
50,50,"['Classplus', 'Sourav Ganguly', 'Blume Ventures', 'Classplus', 'Classplus', 'Mukul Rustagi', 'Rustagi', 'Classplus', 'Shopify', 'Classplus']","['Tiger Global', 'TechCrunch', 'GSV', 'AWI', 'RTP Global', 'Tracxn', 'TechCrunch', 'Tiger Global']","['Tiger Global', 'Tiger Global']",1
51,51,"['Jeff Bussgang', 'Geoffrey Moore', 'Peter Drucker', 'Veeva', 'Veeva', 'Squire', 'Jesse Middleton']","['Jeff Bussgang Contributor Share', 'Flybridge Capital', 'Harvard Business School']","['Jeff Bussgang Contributor Share', 'Flybridge Capital', 'Harvard Business School']",0
52,52,"['Farnam Jahanian', 'Kit Mueller', 'Duolingo', 'Karin Tsai', 'Farnam Jahanian']","['CMU', 'EDT Building Pittsburgh', 'Startup', 'CMU', 'Pittsburgh']",['Pittsburgh'],1
53,53,"['Draper Associates', 'Draper Dragon', 'Draper Esprit', 'Felix Capital', 'Financière Agache', 'Nano', 'Ledger']","['Holdings', 'Cathay Innovation', 'DCG', 'Korelya Capital and Wicklow Capital', 'Tekne Capital', 'USB', 'Ledger Nano S. You', 'USB', 'Ledger Nano X', 'Bluetooth', 'Ledger Live', 'DeFi', 'Ledger Live']","['Holdings', 'Cathay Innovation', 'DCG', 'Korelya Capital and Wicklow Capital', 'Tekne Capital', 'USB', 'Ledger Nano S. You', 'USB', 'Ledger Nano X', 'Bluetooth', 'Ledger Live', 'DeFi', 'Ledger Live']",0
54,54,"['Mike Chalfen', 'Chalfen Ventures', 'Paul Sallaberry', 'Clark Golestani', 'Ulf Zetterberg', 'Jan Rezab', 'Zoom', 'Slack', 'Chalfen', 'Rezab', 'Tomas Cupr']","['Time is Ltd.', 'Google Analytics', 'Apple Screen Time', 'Illuminate Financial Management', 'Accel', 'Acequia Capital', 'Seal Software', 'Seal Software', 'Time is Ltd.', 'Microsoft', 'Google Workspace', 'Webex', 'MS Teams', 'The Wall Street Journal for Time is Ltd.', 'Rohlik Group', 'Time is Ltd.', 'Time is Ltd.']","['Time is Ltd.', 'Google Analytics', 'Time is Ltd.', 'Time is Ltd.', 'Time is Ltd.']",1
55,55,"['Camber Creek', 'Spencer Rascoff', 'Andreessen Horowitz', 'Lisa Wu', 'Roger Lee', 'Flyhomes', 'Flyhomes']","['Flyhomes', 'Norwest Venture Partners', 'Battery Ventures', 'Fifth Wall', 'Balyasny Asset Management', 'Zillow', 'Canvas Partners', 'Norwest', 'Redfin', 'Zillow']",['Flyhomes'],1
56,56,"['Benjamin Joffe', 'Meghan Hind']","['Benjamin Joffe Contributor Share', 'SOSV', 'Cisco', 'John Chambers Meghan Hind Contributor Share', 'SOSV', 'CRM', 'SOSV', 'SOSV', 'SOSV', 'Climate Tech', 'Blue Horizon', 'CPT Capital', 'Hemisphere Ventures', 'Horizons Ventures', 'PwC', 'PwC', 'SOSV Capital']","['SOSV', 'SOSV', 'SOSV', 'SOSV', 'SOSV', 'Climate Tech']",1
57,57,"['Kartik Hosanagar', 'Chloé Zhao', 'Bong Joon-ho', 'Hosanagar', 'Hosanagar', 'Hosanagar', 'Lawrence Bender', 'Bessie', 'Chi', 'Scott Rosenbaum', 'Chuck', 'Wattpad', 'Hosanagar', 'Anna Hopkins', 'Hopkins', 'Hosanagar', 'Hopkins', 'Jumpcut', 'Hosanagar', 'Hosanagar', 'Atomic', 'Hosanagar', 'Dilip Rajan', 'Winnie Kemp', 'Chambers']","['Wharton School', 'Academy Award for Best Director', 'Parasite', 'Academy Award for Best Picture', 'McKinsey & Company', 'Academy Award', 'Shelby Stone', 'Combinator', 'Netflix', 'CBS', 'Sony', 'WarnerMedia', 'Disney ’', 'Asia Pacific Division', 'SVP of Originals', 'CBS']","['Wharton School', 'Academy Award for Best Director', 'Parasite', 'Academy Award for Best Picture', 'McKinsey & Company', 'Academy Award', 'Shelby Stone', 'Combinator', 'Netflix', 'CBS', 'Sony', 'WarnerMedia', 'Disney ’', 'Asia Pacific Division', 'SVP of Originals', 'CBS']",0
58,58,"['Susan Su', 'Avlok Kohli', 'Kohli', 'Caryn Marooney', 'Instagram', 'Oculus', 'Ashley Barrington']","['AngelList Venture', 'Coatue Management', 'WhatsApp', 'MarketPearl']","['AngelList Venture', 'Coatue Management', 'WhatsApp', 'MarketPearl']",0
59,59,"['Hussein', 'Jessica Yahfoufi', 'Hussein', 'Hussein', 'Jessica', 'Hussein', 'Hussein', 'Jessica', 'Hussein Yahfoufi', 'Hussein', 'Hussein']","['Money Minx', 'Personal Finance OS', 'NFTs', 'Money Minx', '” Money Minx', 'CTO', 'Money Minx', 'Money Minx', 'Although Money Minx', 'Truebill', 'Accel']","['Money Minx', 'Money Minx', 'Money Minx', 'Money Minx']",1
60,60,"['Sophie Alcorn', 'Dear Sophie', 'Dear Sophie', 'Dear Sophie', 'Sophie Alcorn', 'Dear Sophie', 'Dear Sophie', 'Anita Koumriqian']","['Sophie Alcorn Contributor Share', 'Alcorn Immigration Law', 'Entrepreneur Immigration Services.', 'International Entrepreneur Parole', 'ALCORN', 'Diversity Immigrant Visa', 'Diversity Immigrant Visa Program', 'U.S. Department of State', 'State Department', 'Electronic Diversity Visa Entry Form']","['Sophie Alcorn Contributor Share', 'Alcorn Immigration Law', 'Entrepreneur Immigration Services.', 'International Entrepreneur Parole', 'ALCORN', 'Diversity Immigrant Visa', 'Diversity Immigrant Visa Program', 'U.S. Department of State', 'State Department', 'Electronic Diversity Visa Entry Form']",0
61,61,"['Stacey Abrams', 'Lara', 'Connor Hodgson', 'Abrams', 'Connor Hodgson', 'Abrams', 'Abrams', 'Abrams', 'Connor Hodgson', 'Connor Hodgson', 'Connor Hodgson', 'Connor Hodgson', 'Abrams']","['Insomnia Consulting', 'Virgo Investment Group']","['Insomnia Consulting', 'Virgo Investment Group']",0
62,62,"['Arun Mathew', 'Mathew', 'Mathew']","['TechCrunch Disrupt', 'Accel', 'Accel', 'Accel', 'Accel']","['TechCrunch Disrupt', 'Accel', 'Accel', 'Accel', 'Accel']",1
63,63,"['Redmond', 'David Blumberg', 'Rudina Seseri', 'Atomico', 'Ben Blume', 'Jocelyn Goldfein']","['Microsoft-Nuance', 'The Exchange', 'Exchange', 'Exchange', 'The Exchange', 'Signal AI', 'Glasswing Ventures', 'Zetta Venture Partners', 'Microsoft-Nuance', 'CB Insights', 'Apple']","['Microsoft-Nuance', 'The Exchange', 'Exchange', 'Exchange', 'The Exchange', 'Signal AI', 'Glasswing Ventures', 'Zetta Venture Partners', 'Microsoft-Nuance', 'CB Insights', 'Apple']",0
64,64,"['Northvolt', 'Baillie Gifford', 'Cristina Stenbeck', 'Daniel Ek', 'Northvolt', 'Northvolt', 'Northvolt', 'Northvolt', 'Northvolt']","['Northvolt AB', 'Goldman Sachs', 'Volkswagen', 'AMF', 'ATP', 'Baron Capital Group', 'Bridford Investments Limited', 'Fondaco Growth', 'IMAS Foundation', 'EIT InnoEnergy', 'Norrsken VC', 'PCS Holding', 'Scania', 'Stena Metall Finans', 'Volkswagen', 'OEM', 'CNBC', 'Volkswagen', 'BMW', 'BMW', 'Volkswagen', 'Scania', 'Fluence', 'Volkswagen', 'EIT InnoEnergy', 'Green Deal']","['Northvolt AB', 'Goldman Sachs', 'Volkswagen', 'AMF', 'ATP', 'Baron Capital Group', 'Bridford Investments Limited', 'Fondaco Growth', 'IMAS Foundation', 'EIT InnoEnergy', 'Norrsken VC', 'PCS Holding', 'Scania', 'Stena Metall Finans', 'Volkswagen', 'OEM', 'CNBC', 'Volkswagen', 'BMW', 'BMW', 'Volkswagen', 'Scania', 'Fluence', 'Volkswagen', 'EIT InnoEnergy', 'Green Deal']",0
65,65,"['Greycroft', 'Steve Lekas', 'Lekas', 'Joe Emison', 'Lekas', 'Lekas', 'Steve Lekas', 'Robb McCormick', 'Lekas', 'Lekas', 'Lekas', 'Lekas', 'Ruth Foxe Blader', '” Blader']","['Branch Insurance', 'Anthemis Group', 'Cherry Creek Holdings', 'SignalFire', 'SCOR P & C Ventures', 'Foundation Capital and Tower IV', 'Allstate', 'Esurance', 'Branch', 'Rocket Mortgage', 'ADT', 'Anthemis Group', 'TechCrunch', 'Branch']","['Branch', 'Branch']",1
66,66,"['Lillian Cartwright', 'Astrid', 'Cartwright', 'Cartwright', 'John Cline', 'Cartwright', 'Cartwright', 'Astrid', 'Cartwright', 'Cartwright', 'Cartwright', 'Kindred Ventures', 'Ben Zises', 'Ilia Papas', 'Elena Donio']","['Harvard Business School', 'ShelfLife', 'CPG', 'ShelfLife', 'ShelfLife', 'Switch Ventures', 'NextView Ventures', 'CTO of Blue Apron', 'SAP Concur']","['ShelfLife', 'ShelfLife', 'ShelfLife']",1
67,67,"['Hello', 'Alex', 'Natasha', 'Chris', 'Natasha ’', 'Elizabeth Ruzzo', 'Hinge Healths', 'Ruzzo', 'Modern Fertility', 'Ruzzo', 'Rachel Blank', 'Allara', 'Don', 'Spotify']","['“ Hormonal Health', 'Ros', 'PCOS', 'Apple Podcasts']","['“ Hormonal Health', 'Ros', 'PCOS', 'Apple Podcasts']",0
68,68,"['Greg Gunn', 'Beier Cai ( CTO )', 'Gunn', 'Beier Cai', 'Greg Gunn', 'Tiffany Jung', 'Gunn', 'Gunn', 'Gunn', 'Plastiq', 'Dapper Labs', 'Certn', 'Procurify', 'Praisidio', 'Planworth']","['Kensington Capital Partners', 'Garage Capital', 'CTO', 'VC', 'Commit', 'Scope Security']",['Commit'],1
69,69,"['Rachel Blank', 'Rory', 'Blank', 'Allara', 'Allara', 'Allara', 'Allara', 'Allara', 'Allara', 'Allara', 'Allara', 'Allara', 'Allara', 'Allara', 'Allara', 'Allara', 'Modern Fertility', 'Rachel Blank', 'Allara', 'Allara', 'Allara', 'Blank', 'Rory', 'Allara']","['PCOS', 'TechCrunch', 'Global Founders Capital', 'Great Oaks', 'OB-GYN', 'PCOS', 'PCOS', 'PCOS', '” Blank', 'Veera Health and Perla Health', '” Blank', 'PCOS', 'Blank', 'PCOS', 'PCOS', 'Modern Fertility', 'PCOS', 'PCOS']","['PCOS', 'PCOS', 'PCOS', 'PCOS', 'PCOS', 'PCOS', 'PCOS', 'PCOS', 'PCOS']",1
70,70,"['Kyriakos Eleftheriou', 'SDKs', 'Eleftheriou', 'Eleftheriou', 'Spotify', 'Chopin', 'Eleftheriou', 'Eleftheriou', 'Twilio']","['Samsung Next', 'APIs', 'Nervous Person', 'CEO']","['Samsung Next', 'APIs', 'Nervous Person', 'CEO']",0
71,71,"['Andreessen Horowitz', 'Ian White', 'Sailthru', 'Ian ’', 'White', 'White', 'White', 'David Ulevitch', 'Andreessen Horowitz', 'Sara Howe']","['ChartHop', 'Elad Gil', 'Cowboy Ventures', 'SemperVirens', 'ChartHop', 'CampaignMonitor', 'ChartHop', 'ChartHop', 'ChartHop', 'ChartHop', 'ZoomInfo']","['ChartHop', 'ChartHop', 'ChartHop', 'ChartHop', 'ChartHop', 'ChartHop']",1
72,72,"['Aserto', 'Omri Gazitt', 'Gert Drapers', 'OAuth', 'Gazitt', 'Gazitt', 'Casey Aylward', 'Omri', 'Gert', 'Aylward', 'Gazitt', 'Gazitt', 'Aylward', 'Casey', 'Martina Lauchengco', 'Dana Oshiro', 'Gazitt', 'Gazitt']","['Heavybit Industries', 'CTO', 'Drapers', 'Drapers', 'GitLab', 'HashiCorp']","['Heavybit Industries', 'CTO', 'Drapers', 'Drapers', 'GitLab', 'HashiCorp']",0
73,73,"['Contentstack', 'Neha Sampat', 'Chico ’', 'Leesa Sleep', 'McDonald', 'Contentstack', 'Contentstack', 'Emily Walsh', 'Contenstack', 'Contentstack']","['Insight Partners', 'Illuminate Ventures', 'GingerBread Capital', 'CMS', 'Broadcom', 'FAS', 'HP', 'La Perla', 'NBC']","['Insight Partners', 'Illuminate Ventures', 'GingerBread Capital', 'CMS', 'Broadcom', 'FAS', 'HP', 'La Perla', 'NBC']",0
74,74,"['Jesse Ghansah', 'Barima Effah', 'Ghansah', 'Ghansah', 'Swipe', 'Ghansah', 'Ghansah', 'Paystack', 'Flutterwave', 'Jesse Ghansah']","['OMG Digital', 'OMG Digital', 'Combinator', 'YC', 'Brex', 'OMG Digital', 'Stripe Capital', 'Square Capital', 'Barima Effah']","['OMG Digital', 'OMG Digital', 'Combinator', 'YC', 'Brex', 'OMG Digital', 'Stripe Capital', 'Square Capital', 'Barima Effah']",0
75,75,"['Pennylane', 'Pennylane', 'Pennylane', 'Payfit', 'Qonto', 'Sellsy', 'Pennylane', 'Pennylane', 'Pennylane', 'Luciana Lixandru']","['Sequoia Capital', 'Microsoft Excel', 'Stripe', 'Zoho', 'Pennylane', 'Pennylane', 'Pennylane', 'Pennylane', 'Global Founders Capital', 'Partech']","['Pennylane', 'Pennylane', 'Pennylane', 'Pennylane']",1
76,76,"['Scalable', 'Oskar GmbH', 'Scalable', 'Florian Prucker', 'Bux', 'Viva Wallet', 'Erik Podzuweit', 'Danying Ma']","['Scalable Capital', 'Tencent', 'Scalable Capital', 'BlackRock', 'HV Holtzbrinck Ventures', 'Tengelmann Ventures', 'Scalable Capital', 'ING', 'British Barclays Bank', 'Siemens Private Finance', 'Santander Group Openbank', 'Targobank', 'Scalable', 'Scalable Capital', 'ETF', 'ETF', 'Sequoia', 'Tencent', 'Fintech', 'Supercell', 'Tencent', 'Scalable Capital', 'Scalable Capital', 'Tencent', 'WeChat', 'Scalable Capital', 'Tencent Investment']","['Scalable Capital', 'Scalable Capital', 'Scalable Capital', 'Scalable', 'Scalable Capital', 'Scalable Capital', 'Scalable Capital', 'Scalable Capital']",1
77,77,"['Terraformation', 'Yishan Wong', 'Sam & Max Altman', 'Sundeep Ahuja', 'Lachy Groom', 'Sahil Lavingia', 'Joe Lonsdale', 'Susan Wu', 'Wong', 'Wong', 'Wong', 'Terraformation', 'Wong', 'Wong', 'Wong', 'Terraformation', 'Wong', 'Terraformation', 'Wong', 'Wong', 'Terraformation', 'Wong', 'Greta Thunberg', 'Wong']","['Terraformation', 'Apollo Projects', 'Delaware C Corp', 'Earth ’']",['Terraformation'],1
78,78,"['Refyne', 'Refyne', 'Refyne', 'Refyne', 'Chitresh Sharma', 'McDonald', 'Wagely', 'Sharma', 'Refyne', 'Refyne', 'Refyne', 'Nigel Morris', 'Refyne', 'Hira Group']","['DST Global', 'RTP Global', 'Jigsaw VC', 'QED Investors', 'XYZ Capital', 'RTP Global', 'TechCrunch', 'QED Investors', 'Rebel Foods', 'Chai Point', 'Refyne']",['Refyne'],1
79,79,"['Fenton Jagdeo', 'Umar ElBably', 'Jagdeo', 'Jagdeo', 'Jagdeo', 'Faculty', 'Jagdeo', 'Estée Lauder', 'Maisie Williams', 'Iann Dior', 'Jagdeo', 'Jagdeo', 'Estée Lauder', 'Jagdeo', 'Estée Lauder', 'Jagdeo', 'Estée Lauder', 'Estée Lauder']","['Sephora', 'CVS', 'Essences', 'StockXs', 'Hypebeast', 'RareBreed Ventures', 'Maple VC', 'Debut Capital', 'Creative Connectors', 'ElBably', 'SNL', 'PwC', 'Faculty']",['Faculty'],1
80,80,"['Baillie Gifford', 'Brad Buss', 'Mark Cuban', 'Jared Leto', 'Spencer Rascoff', 'Terran R', 'Terran', 'Terran', 'Relativity Terran', 'Terran', 'Terran', 'Ellis', 'Terran', 'Ellis', 'Terran', 'Tim Ellis', 'Ellis', 'Ellis', 'Ellis', 'Ellis', 'Mars', 'Ellis']","['Relativity Space', 'TechCrunch', 'Fidelity Management & Research Company', 'BlackRock', 'Coatue', 'Soroban Capital', 'Tiger Global', 'Tribe Capital', 'Terran R', 'Terran', 'Terran', 'Terran R', 'Relativity', 'SpaceX', 'Falcon', 'LEO', 'Terran', 'Aeon R', 'Aeon', 'Terran', 'Relativity', 'Terran', 'Terran', 'Terran', 'CubeSats', 'LEO', 'NASA', 'Venture Class Launch Services Demonstration', 'VCLS Demo', 'Terran', 'SpaceX', 'SpaceX']","['Relativity Space', 'Relativity', 'Relativity']",1
81,81,"['Alexis Ohanian', 'Nuggs', 'Ben Pasternak', 'Sam ’', 'Pasternak', 'Pasternak']","['DTC', 'DTC', 'Whole Foods']","['DTC', 'DTC', 'Whole Foods']",0
82,82,"['Thejo Kote', 'Kote', 'Sand Hill Road', 'Matt Murphy', 'Kote', 'Murphy', 'Kote', 'Kote', 'SMBs', 'Kote', 'Kote', 'Murphy', 'Kote', 'Murphy', 'Brex', 'Robinhood', 'Dropbox']","['Airbase', 'Brex', 'TechCrunch', 'Airbase', 'Menlo', 'TechCrunch', 'TAM', 'Airbase']","['Airbase', 'Airbase', 'Airbase']",1
83,83,"['Raquel Urtasun', 'Waabi', 'Urtasun', 'Khosla Ventures', 'Geoffrey Hinton', 'Fei-Fei Li', 'Pieter Abbeel', 'Sanja Fidler', 'Urtasun', 'Urtasun', 'Urtasun', 'Urtasun', 'Waabi', 'Urtasun', 'Urtasun']","['ATG', 'AI', 'ATG', 'Radical Ventures', 'OMERS Ventures', 'BDC', 'Aurora Innovation', 'AI', 'AI', 'Department of Computer Science', 'University of Toronto', 'Vector Institute for AI', 'OEMs']","['AI', 'AI', 'AI']",1
84,84,"['David Teten', 'David Teten', 'PEs Hey', 'Nate Jenkins', 'Samuel Sabin', 'Angel']","['Versatile VC', 'PE', 'VC', 'Venture Capital', 'HireBlue', 'Launch', 'Launch']","['Versatile VC', 'PE', 'VC', 'Venture Capital', 'HireBlue', 'Launch', 'Launch']",0
85,85,"['Ben Sun', 'Ben', 'Ben', 'Coupang', 'MakeSpace', 'Ollie', 'Mirror', 'Selfmade', 'Penrose Hill', 'Ben', 'Ben', 'Leah Solivan', 'Leah Solivan Leah Solivan', 'Leah', 'Leah', 'Leah', 'Shardul Shah', 'Gatsby', 'Shardul', 'Koality ( Docker )', 'Lacoon', 'Zendesk', 'Shardul']","['TechCrunch Early Stage Part Two', 'TC', 'TechCrunch Early Stage Part Two', 'Primary Venture Partners', 'LaunchTime', 'Slice', 'Bounce Exchange', 'NYC', 'Merrill Lynch', 'Technology Investment Banking Group', 'University of Michigan', 'TaskRabbit', 'TaskRabbit', 'IKEA', 'Attack IQ', 'Castle Intelligence', 'Expel', 'Microsoft', 'Cisco', 'University of Chicago', 'Summit Partners']","['TechCrunch Early Stage Part Two', 'TC', 'TechCrunch Early Stage Part Two', 'Primary Venture Partners', 'LaunchTime', 'Slice', 'Bounce Exchange', 'NYC', 'Merrill Lynch', 'Technology Investment Banking Group', 'University of Michigan', 'TaskRabbit', 'TaskRabbit', 'IKEA', 'Attack IQ', 'Castle Intelligence', 'Expel', 'Microsoft', 'Cisco', 'University of Chicago', 'Summit Partners']",0
86,86,['Abby Kearns'],"['Abby Kearns Contributor Share', 'CTO', 'CTO', 'CTO', 'CTO', 'Lightbend', 'CTO', 'CTO', 'CTO']","['CTO', 'CTO', 'CTO', 'CTO', 'CTO', 'CTO', 'CTO']",1
87,87,"['Briq', 'Bassem Hamdy', 'Ron Goldshmidt', 'Briq', 'Briq', 'Briq', 'Briq', 'Briq', 'Hamdy', 'Hamdy', 'Hamdy', 'Procore', 'Briq', 'Bassem Hamdy', 'Briq', 'Hamdy', 'Briq', 'Briq', 'Hamdy']","['Tiger Global Management', 'Eniac Ventures', 'Blackhorn Ventures', 'Briq', 'Procore', 'CMiC', 'COO', 'Briq', 'CPM', 'BriqCash', 'ARR', 'Briq', 'Briq', 'Cafco Construction Management', 'WestCor Companies and Choate Construction and Harper Construction', 'TechCrunch', 'Briq', 'PlanGrid', 'Briq', 'Blackhorn Ventures', 'McKinsey']","['Briq', 'Briq', 'Briq', 'Briq', 'Briq', 'Briq']",1
88,88,"['Paytm', 'Paytm', 'Paytm', 'Paytm', 'Paytm', 'Paytm', 'Bernstein', 'Bernstein', 'Paytm', 'Paytm', 'Bernstein', 'Paytm', 'Zomato', 'Flipkart']","['IPO', 'IPO', 'Alibaba', 'SoftBank', 'IPO', 'TechCrunch', 'IPO of Paytm', 'Google', 'PhonePe', 'UPI', 'Google', 'PhonePe']","['IPO', 'IPO', 'IPO']",1
89,89,"['Robinhood', 'Anna', 'Babylon', 'Babylon', 'Babylon']","['The Exchange', 'Babylon Health', 'SPAC', 'Exchange', 'The Exchange', 'Babylon Health', 'Babylon Health Per Crunchbase', 'Hoxton Ventures', 'Kinnevik', 'PIF', 'PIF', 'PitchBook', 'SPAC', 'SPAC', 'SPAC Alkuri']","['SPAC', 'SPAC', 'SPAC']",1
90,90,"['Susan Fowler', '“ Whistleblower', 'Fowler', 'Fowler', 'Tammy Butow', 'Gremlin Rona Chong', 'Grove Collaborative Ana Medina', 'Yury Roa', 'Fowler', 'Medina', 'Medina', 'Medina', 'Roa', 'Roa', 'Butow', 'Chong', 'Chong', 'Chong', 'Medina', 'Latinx', 'Black', 'Technolachicas', 'Butow']","['SRE', 'ADL Digital Labs', 'Televisa Foundation']","['SRE', 'ADL Digital Labs', 'Televisa Foundation']",0
91,91,"['Hello', 'Tesla', 'Jeff Bezos', 'Kanzhun', 'Spotify']","['Apple', 'Flipkart', 'Trulioo', 'Equity Morning Crew', 'Damn Equity Survey', 'Apple Podcasts']",['Flipkart'],1
92,92,"['Mendel', 'Zola Global', 'Bootstrap Labs', 'Mark Goldstein', 'Mendel', 'Mendel', 'Mendel', 'Karim Galil', 'Mendel', 'Mendel', 'Eigen', 'Galil', 'Mendel', 'Mendel', 'Mendel', 'Mendel', 'Kyle Lui', 'Mendel']","['DCM', 'OliveTree', 'Launch Capital', 'UCSF Health Hub', 'Google', 'OCR', 'RWE', 'eFax', 'DCM']","['DCM', 'OliveTree', 'Launch Capital', 'UCSF Health Hub', 'Google', 'OCR', 'RWE', 'eFax', 'DCM']",0
93,93,"['Endua', 'Paul Sernia', 'Endua', 'Martin Duursma', 'Endua', 'Sernia', 'Endua', 'Endua', 'Sernia', 'Sernia', 'Endua', 'Sernia', 'Endua', 'Matthew Halliday']","['CSIRO', 'CSIRO', 'Ampol', 'Main Sequence', 'CSIRO', 'Ampol', 'CSIRO', 'Ampol', 'TechCrunch', 'CSIRO', 'TechCrunch', 'Ampol', 'Future Energy', 'Decarbonisation Strategy', 'Ampol']","['CSIRO', 'CSIRO', 'Ampol', 'Main Sequence', 'CSIRO', 'Ampol', 'CSIRO', 'Ampol', 'TechCrunch', 'CSIRO', 'TechCrunch', 'Ampol', 'Future Energy', 'Decarbonisation Strategy', 'Ampol']",0
94,94,"['Chris Kemp', 'Apollo', 'Kemp', 'Kemp', 'Chris Kemp']","['Astra', 'SPAC', 'Astra Chief Engineer Benjamin Lyon', 'Astra', 'Astra', 'PJT Partners', 'Astra', 'Astra', 'Astra', 'ACE Max', 'York Space Systems', 'LEO', 'Astra', 'Astra', 'Holicity', 'ASTR']","['Astra', 'Astra', 'Astra', 'Astra', 'Astra', 'Astra', 'Astra', 'Astra']",1
95,95,"['Mukesh Bansal', 'App Annie', 'Bansal', 'Myntra']","['Tata Digital', 'Tata Sons', 'Tata Digital', 'Tata Group', 'BigBasket', 'Tracxn', 'Tata', 'CureFit', 'Tata Digital', 'Tata Digital']","['Tata Digital', 'Tata Digital', 'Tata', 'CureFit', 'Tata Digital', 'Tata Digital']",1
96,96,"['Devin de Vries', 'Chris King', 'Dave New', 'Devin de Vries', 'Rumbo', 'Devin de Vries', 'Fabian Whate']","['Naspers', 'Naspers Foundry', 'Cathay AfricInvest Innovation Fund', 'Naspers', 'SBI', 'Google', 'Nedbank', 'Toyota Tsusho Corporation', 'DFIs', 'NGOs', 'Naspers', 'Naspers Foundry', 'Aerobotics', 'Food Supply Network', 'The Student Hub', 'Naspers', 'TechCrunch', 'Naspers', 'Naspers Group', 'Google', 'World Bank', 'WSP', 'Naspers Phuthi Mahanyele-Dabengwa']","['Naspers', 'Naspers', 'Naspers', 'Naspers', 'Naspers']",1
97,97,"['Eric Eldon', 'Walter Thompson', 'Mario Ciabarra', 'Sprinklr', 'Rebecca Liu-Doyle', 'Nigel Sussman', 'Marqeta', 'Expensify', 'Anna Heim', 'Expensify', 'Expensify', 'Expensify', 'Expensify', 'Etsy', 'Depop', 'Etsy', 'Depop', 'Etsy', 'Etsy', 'Andriy Onufriyenko', 'Orla (', 'Nigel Sussman', 'Carol Yepes', 'Henry Shapiro', 'Reclaim', 'Shapiro', 'Kevin Schafer', 'Jason VandeBoom']","['Extra Crunch', 'Full Extra Crunch', 'Getty Images Debt', 'Quantum Metric', 'Quantum Metric', 'CX', 'Getty Images People', 'CX', 'IPO', 'Insight Partners', 'Getty Images What', 'IPO', 'IPO', 'Zeta Global', 'SoFi', 'BarkBox', 'Nigel Sussman Part', 'Getty Images The', 'Getty Images Confluent', 'Apache Kafka', 'PE', 'Getty Images Would', 'Getty Images There', 'Getty Images Although', 'ActiveCampaign', 'VandeBoom']",['Extra Crunch'],1
98,98,"['Xometry', 'Xometry', 'Randy Altschuler', 'Altschuler', 'Xometry', 'T. Rowe Price', 'Altschuler', 'Xometry', 'Xometry']",['U.S. Securities and Exchange Commission'],['U.S. Securities and Exchange Commission'],0
99,99,"['Ashley Barrington', 'MarketPearl', 'Chloe Leaaetoa', 'Socicraft', 'Superhuman', 'Rahul Vohra', 'Rebecca Reeve Henderson', 'Rebecca', 'Zapier', 'Benjamin']","['TC', 'Sequoia Capital', 'Your Customer', 'CrunchMatch', 'Iterating More Effectively']",['TC'],1
